"emp_no","title","first_name","last_name","from_date","to_date"
432956,"Senior Staff","Qunsheng","Birrer","1994-05-13","9999-01-01"
433059,"Staff","Bojan","Montresor","1995-02-04","9999-01-01"
433157,"Staff","Tomofumi","Serna","1999-10-23","9999-01-01"
433260,"Engineer","Make","Olivero","1998-06-01","9999-01-01"
433438,"Senior Staff","Keiichiro","Miyakawa","2000-09-12","9999-01-01"
433465,"Senior Staff","Wonhee","Benveniste","1985-12-21","1987-03-23"
433640,"Senior Staff","Monique","Baer","1987-12-12","1996-02-13"
434384,"Senior Staff","Greger","Babb","1995-11-06","2002-01-18"
434845,"Senior Staff","Takushi","Skogmar","1991-06-07","9999-01-01"
434936,"Senior Engineer","Sahrah","Rosis","2000-06-23","9999-01-01"
435026,"Senior Engineer","Shim","Versino","1986-08-20","1997-11-20"
435042,"Staff","Brigham","Borstler","1995-10-09","9999-01-01"
435060,"Staff","Moie","Lieblein","1996-07-12","9999-01-01"
435181,"Senior Staff","Kazuhide","Fiutem","1998-05-10","9999-01-01"
435226,"Senior Staff","Yinghua","Panwar","1994-06-11","1996-02-26"
435289,"Senior Staff","Feixiong","Schurmann","1993-02-14","9999-01-01"
435305,"Senior Staff","Berthier","Pramanik","1999-01-23","9999-01-01"
435357,"Engineer","Jaques","Standera","1997-10-02","1998-03-11"
435370,"Senior Staff","Conal","Basart","1991-05-17","9999-01-01"
435588,"Senior Staff","Genta","Pepe","2002-04-12","9999-01-01"
435602,"Senior Staff","Dietrich","Kranzdorf","2001-10-04","9999-01-01"
435664,"Senior Engineer","Sham","Chiodo","1997-07-28","2000-06-16"
435774,"Senior Staff","Olivera","Bharadwaj","2001-04-01","9999-01-01"
435791,"Senior Engineer","Hercules","Speer","1999-03-07","9999-01-01"
436558,"Senior Engineer","Subir","Greibach","1992-05-24","9999-01-01"
436797,"Senior Staff","Ohad","Henders","1996-11-02","9999-01-01"
436827,"Senior Staff","Wojceich","Limongiello","1988-03-10","9999-01-01"
436915,"Staff","Feixiong","Haraldson","1998-10-11","9999-01-01"
437276,"Senior Staff","Dines","DeMori","1994-12-07","9999-01-01"
437369,"Senior Staff","Kazuhide","Biran","1995-01-25","9999-01-01"
437395,"Senior Staff","Sumant","Thambidurai","2000-01-02","9999-01-01"
437724,"Staff","Erez","Luft","1994-12-14","9999-01-01"
437870,"Staff","Kerhong","Lorho","1995-06-18","9999-01-01"
438038,"Senior Staff","Lena","Giaccio","1999-03-17","9999-01-01"
438158,"Senior Engineer","Shaw","Varman","1994-12-16","1999-05-13"
438264,"Senior Staff","Rasikan","Barreiro","2000-09-26","9999-01-01"
438557,"Engineer","Lidong","Swist","1999-09-16","9999-01-01"
438723,"Engineer","Charlene","Verspoor","2000-03-16","2001-11-13"
439377,"Senior Engineer","Mari","Plessier","1997-07-04","9999-01-01"
439905,"Senior Staff","Kousuke","Levasseur","1996-03-15","9999-01-01"
439924,"Senior Staff","Gunilla","Kisuki","2000-08-13","9999-01-01"
440325,"Senior Staff","Douadi","Sullins","1999-09-25","9999-01-01"
440435,"Senior Engineer","Sandeepan","Rosti","1991-11-26","9999-01-01"
440450,"Senior Staff","Tzvetan","Scharstein","1999-06-16","9999-01-01"
440642,"Senior Staff","Snehasis","Kalsbeek","1997-01-05","9999-01-01"
440870,"Senior Staff","Filipp","Hasham","1999-07-11","9999-01-01"
440937,"Senior Staff","Fabrizio","Usery","1999-10-14","9999-01-01"
440997,"Senior Staff","Manton","Schapiro","1991-03-26","2001-01-31"
441197,"Senior Staff","Miquel","Legleitner","1993-06-28","9999-01-01"
441536,"Senior Engineer","Chinho","Collette","1990-08-07","9999-01-01"
441651,"Engineer","Aimee","Billawala","1989-02-20","1995-08-24"
441954,"Engineer","Leszek","Marchegay","1999-06-13","9999-01-01"
441965,"Senior Staff","Claudi","Heijenga","1994-08-30","9999-01-01"
442002,"Senior Staff","Ravishankar","Baig","2000-03-17","9999-01-01"
442096,"Senior Engineer","Martijn","DiGiano","1990-06-15","9999-01-01"
442312,"Senior Engineer","Zengping","Cusworth","1997-06-06","9999-01-01"
442490,"Engineer","Navid","Luke","1994-10-17","9999-01-01"
442653,"Engineer","Mona","Hebden","1995-10-20","9999-01-01"
442700,"Staff","Siddarth","Masada","1997-08-11","9999-01-01"
442704,"Engineer","Terresa","Milicia","1993-05-24","1997-11-21"
442898,"Engineer","Aksel","Gire","1999-06-27","9999-01-01"
443108,"Senior Staff","Christfried","Atrawala","1990-07-13","9999-01-01"
443339,"Staff","Shir","Krone","1996-10-02","1998-09-07"
443485,"Senior Staff","Marke","Klerer","1990-04-14","9999-01-01"
443632,"Staff","Bernd","Conia","1999-11-25","2002-04-25"
443841,"Senior Staff","Shaw","Kading","2000-07-16","9999-01-01"
443873,"Senior Staff","Vatsa","Ramsay","2002-02-04","9999-01-01"
444070,"Senior Staff","Heping","Skrikant","1999-11-27","9999-01-01"
444099,"Senior Staff","Kousuke","Worfolk","1997-03-22","9999-01-01"
444208,"Senior Staff","Irena","Cesareni","1985-10-30","9999-01-01"
444228,"Senior Engineer","Xinglin","Busillo","1998-10-08","1999-06-11"
444465,"Senior Engineer","Prasadram","Bultermann","1997-08-29","9999-01-01"
444487,"Senior Engineer","Udi","Rullman","1994-04-09","9999-01-01"
444643,"Staff","Berna","Schonegge","1998-06-28","9999-01-01"
445067,"Senior Engineer","Eldridge","Kawashima","1997-02-27","9999-01-01"
445152,"Senior Staff","Heping","Peac","1992-03-20","9999-01-01"
445201,"Staff","Randi","Alblas","1992-05-02","2000-01-27"
445226,"Senior Engineer","Oscar","Baumann","1996-01-22","9999-01-01"
445456,"Engineer","Apostol","Gruenwald","1998-08-04","2000-03-18"
445514,"Technique Leader","Tuval","Albarhamtoshy","1990-09-24","1999-10-28"
445570,"Technique Leader","Van","Nations","1986-08-11","9999-01-01"
445723,"Senior Staff","Gaurav","Roison","1995-10-22","9999-01-01"
445941,"Technique Leader","Masako","Dechter","1985-09-25","9999-01-01"
445950,"Senior Engineer","Ebru","Valtorta","1997-12-09","9999-01-01"
446121,"Staff","Fay","Cochrane","1999-12-13","9999-01-01"
446306,"Senior Engineer","Hercules","Kabayashi","1991-06-10","9999-01-01"
446424,"Senior Engineer","DAIDA","Nooteboom","1992-11-24","9999-01-01"
446785,"Engineer","Yuping","Papastamatiou","1988-08-30","1992-01-16"
446897,"Technique Leader","Takahiro","Dalton","1992-09-30","9999-01-01"
446959,"Senior Engineer","Aram","Passino","1995-01-28","9999-01-01"
447018,"Senior Engineer","Dannz","Miara","2000-12-04","9999-01-01"
447135,"Senior Staff","Gennady","Rouquie","1989-08-24","9999-01-01"
447191,"Engineer","Dmitri","Rousseau","1995-06-19","1997-05-26"
447232,"Senior Staff","Aleksander","Schaaf","2001-05-25","9999-01-01"
447290,"Senior Engineer","Maria","Miculan","1998-04-12","1998-05-08"
447376,"Staff","Kirk","Zongker","1999-12-10","9999-01-01"
447544,"Senior Staff","Stabislas","Kakkad","1989-02-19","9999-01-01"
447599,"Technique Leader","Heeju","Kemmerer","1991-12-26","1996-02-15"
447613,"Senior Engineer","Paris","Restivo","1991-11-21","9999-01-01"
447877,"Senior Engineer","Make","Heuser","1997-07-02","9999-01-01"
447931,"Senior Staff","Martijn","Jeong","1999-12-14","9999-01-01"
447966,"Senior Engineer","Kamakshi","Hebert","2002-01-17","9999-01-01"
447982,"Senior Engineer","Shiv","Baezner","1996-12-16","9999-01-01"
447999,"Senior Engineer","Shiv","Vilarrasa","1995-08-01","9999-01-01"
448165,"Senior Staff","Anyuan","Schwaller","1999-08-31","2001-05-06"
448769,"Technique Leader","Mong","Dichev","1997-10-11","9999-01-01"
448900,"Staff","Mart","Talmor","1999-05-11","9999-01-01"
448918,"Senior Engineer","Chiradeep","Arlazarov","1998-10-06","9999-01-01"
448994,"Staff","Haldun","Syang","1997-02-11","9999-01-01"
449189,"Senior Staff","Jahangir","Bernatsky","1995-09-30","9999-01-01"
449815,"Senior Staff","Fumitaka","Quittner","1993-04-20","9999-01-01"
449966,"Staff","Mabry","Knightly","1994-01-04","2001-03-06"
449984,"Senior Engineer","Hinrich","Perin","1993-11-20","9999-01-01"
450184,"Senior Engineer","Selwyn","Henseler","1993-03-09","9999-01-01"
450255,"Technique Leader","Udo","Waymire","1986-06-14","9999-01-01"
450309,"Technique Leader","Gill","Orlowska","1986-12-25","9999-01-01"
450371,"Senior Engineer","Eldridge","Pargaonkar","1998-08-03","1999-09-04"
450421,"Engineer","Selwyn","Munoz","1989-07-05","1992-10-07"
450475,"Senior Staff","Saeed","Bahl","1991-01-29","9999-01-01"
450510,"Staff","Boalin","Tramer","1992-04-13","1993-02-24"
450817,"Senior Engineer","DAIDA","Frolund","1996-07-16","9999-01-01"
450888,"Senior Staff","Sedat","Rande","2001-03-24","9999-01-01"
450934,"Senior Engineer","Chanjung","Raoux","1998-05-25","9999-01-01"
450936,"Senior Staff","Yuriy","Ponthieu","1996-12-10","9999-01-01"
451253,"Senior Staff","Jaihie","Ozeri","1997-06-20","9999-01-01"
451272,"Senior Engineer","Jacopo","Krohm","1997-04-23","9999-01-01"
451275,"Senior Staff","Bedrich","Isard","1986-06-07","9999-01-01"
451333,"Senior Staff","Radhika","Bonifati","1995-03-11","9999-01-01"
452137,"Senior Engineer","Subir","Miake","2002-07-11","9999-01-01"
452196,"Senior Staff","Bartek","Snyers","1992-01-14","2001-05-02"
452206,"Staff","Arra","Esposito","1994-11-03","9999-01-01"
452325,"Senior Engineer","Taiji","Berstel","2001-12-02","9999-01-01"
452347,"Senior Staff","Shigeichiro","Brattka","2001-07-13","9999-01-01"
452365,"Engineer","Fei","Gadepally","1997-11-13","9999-01-01"
452956,"Senior Engineer","Gou","Thombley","1987-04-09","9999-01-01"
452957,"Staff","Alair","Nanard","1996-02-10","9999-01-01"
452970,"Senior Engineer","Mari","Fargier","1992-08-18","1995-12-11"
452982,"Senior Staff","Lobel","Aloia","1994-12-29","9999-01-01"
453070,"Senior Staff","Aran","Rosenbaum","2000-04-24","9999-01-01"
453154,"Staff","Gao","Lally","1996-03-01","9999-01-01"
453644,"Senior Staff","Berni","Takkinen","1997-06-08","9999-01-01"
453688,"Engineer","Chinya","Leslie","1995-10-28","9999-01-01"
453723,"Senior Engineer","Arne","Kohling","1993-12-13","9999-01-01"
453760,"Senior Staff","Ewing","Rajala","2001-06-21","9999-01-01"
453790,"Senior Engineer","Fai","Keirsey","1999-10-12","9999-01-01"
453913,"Senior Staff","Stein","Perng","1998-04-29","9999-01-01"
453996,"Senior Engineer","Sugwoo","Weiland","1997-04-23","1999-01-18"
454338,"Engineer","Mohammed","Georg","1998-08-03","9999-01-01"
454378,"Technique Leader","Gina","Ossenbruggen","1998-01-03","9999-01-01"
454736,"Engineer","Nechama","Ermel","1995-06-05","9999-01-01"
454791,"Senior Engineer","Xiaoqiu","Pietracaprina","1994-07-09","9999-01-01"
454825,"Senior Engineer","Kamakshi","Schusler","2001-05-24","9999-01-01"
454994,"Senior Engineer","Mohan","Picht","2000-02-24","9999-01-01"
455113,"Staff","Manohar","Rothenberg","1999-04-22","2002-06-16"
455175,"Senior Staff","Soenke","Zaumen","1998-02-21","9999-01-01"
455243,"Senior Engineer","Khoa","Bahk","1991-06-10","1998-02-07"
455284,"Senior Engineer","Luisa","Baig","2002-07-12","9999-01-01"
455296,"Engineer","Mang","Sundgren","1995-11-27","1999-07-13"
455364,"Senior Staff","Ranga","Plesums","1990-01-28","1997-05-13"
455415,"Senior Staff","Weiye","Krohm","1999-10-29","2000-02-10"
455726,"Senior Staff","Qiwen","Kriebel","1992-12-12","9999-01-01"
455814,"Senior Engineer","Giao","DuCasse","1999-07-19","9999-01-01"
455914,"Senior Engineer","Peer","Angelopoulos","1996-07-23","9999-01-01"
456767,"Senior Staff","Tetsurou","Schreiter","1994-07-17","9999-01-01"
456824,"Technique Leader","Aloke","Neiman","1985-07-10","1996-07-23"
456982,"Senior Engineer","Shounak","Dratva","1997-01-05","9999-01-01"
457070,"Senior Staff","Gay","Plavsic","1994-08-06","9999-01-01"
457146,"Staff","Jinpo","Heyers","1999-01-07","9999-01-01"
457305,"Staff","Sorina","Lakshmanan","1994-09-03","9999-01-01"
457337,"Technique Leader","Xumin","Beidas","1995-04-27","9999-01-01"
457411,"Senior Engineer","Xudong","Peck","1988-04-18","9999-01-01"
457489,"Senior Engineer","Berna","Ranst","1992-05-14","9999-01-01"
457611,"Engineer","Indrajit","Krogh","1998-09-18","9999-01-01"
457653,"Technique Leader","Yakichi","Naumovich","1988-06-12","1988-07-03"
457776,"Senior Engineer","Florian","Siepmann","1996-12-20","9999-01-01"
457813,"Senior Engineer","Foong","Gargeya","2000-01-24","9999-01-01"
457832,"Senior Engineer","Jackson","Zielinski","1997-09-12","9999-01-01"
457938,"Senior Staff","Arch","Picco","2000-06-07","9999-01-01"
458111,"Engineer","Florian","Tramer","1999-11-07","9999-01-01"
458134,"Senior Staff","Thanasis","Standera","1992-03-20","9999-01-01"
458191,"Staff","George","Atchley","1997-07-02","9999-01-01"
458383,"Engineer","Mabhin","Foote","1999-04-23","9999-01-01"
458726,"Senior Staff","Shahaf","Kitai","1991-12-26","9999-01-01"
458790,"Senior Engineer","Ramya","Azadmanesh","1994-11-19","9999-01-01"
458919,"Engineer","Kaijung","Papadias","1999-05-01","2001-04-12"
459172,"Engineer","Val","Rissanen","1999-11-20","9999-01-01"
459356,"Engineer","Pramod","Wendorf","1998-12-25","9999-01-01"
459429,"Senior Staff","Mohit","Verhaegen","1999-05-28","9999-01-01"
459685,"Engineer","Hirochika","Goldhammer","1998-03-12","9999-01-01"
459846,"Staff","Yuping","Sethi","1997-12-28","1999-05-21"
460131,"Staff","Adly","Hambrick","1997-07-25","9999-01-01"
460691,"Senior Staff","Munehiko","Gihr","1989-12-06","9999-01-01"
460707,"Senior Engineer","Yoshinari","Lanteri","2001-12-25","9999-01-01"
460920,"Senior Staff","Remzi","Mitzlaff","1986-04-06","9999-01-01"
461120,"Senior Engineer","Shietung","Gelosh","2001-03-26","9999-01-01"
461270,"Staff","Mrinalini","Mawatari","1996-01-03","9999-01-01"
461563,"Senior Staff","Sreenivas","Versino","1985-08-24","1988-12-25"
461723,"Assistant Engineer","Deborah","Basawa","1991-04-30","1993-03-16"
461801,"Senior Staff","Sumali","Cooman","2000-02-16","9999-01-01"
462067,"Senior Staff","Sampalli","Francisci","1994-11-25","2001-10-17"
462493,"Senior Engineer","Paloma","Gerlach","1994-07-26","9999-01-01"
462736,"Staff","Larisa","Murtafg","1991-02-25","1993-06-04"
462795,"Senior Staff","Somnath","Cummings","2002-07-10","9999-01-01"
463023,"Staff","Itzchak","Penn","1999-01-21","9999-01-01"
463099,"Senior Staff","Jinxi","Schmiedel","1996-09-20","9999-01-01"
463212,"Senior Engineer","Ramya","Rossi","1987-03-02","9999-01-01"
463472,"Technique Leader","Jaber","Sethi","1995-06-06","9999-01-01"
463495,"Senior Staff","Alenka","Barriga","1993-05-06","9999-01-01"
464284,"Senior Staff","Huiqun","Henders","1993-05-19","9999-01-01"
464303,"Senior Staff","Abdelghani","Nyrup","1994-08-02","9999-01-01"
464526,"Staff","Berna","Comellas","1995-09-07","2000-02-18"
465062,"Senior Engineer","Stafford","Gist","1995-05-08","9999-01-01"
465076,"Senior Engineer","Tokuyasu","Ghelli","1993-05-05","9999-01-01"
465085,"Senior Staff","Vidar","Gunderson","1996-03-18","9999-01-01"
465409,"Senior Staff","Shahid","Varman","1993-08-27","9999-01-01"
465501,"Senior Staff","Mrinalini","Gire","2000-11-09","9999-01-01"
465711,"Senior Engineer","Lakshmi","Frijda","1995-04-21","9999-01-01"
465853,"Staff","Kwan","Kampfer","1998-10-16","9999-01-01"
465874,"Engineer","Herb","Picht","1994-05-31","9999-01-01"
466064,"Senior Staff","Temple","Danlos","1994-06-13","9999-01-01"
466367,"Senior Staff","Hiroyasu","Strandh","1997-06-05","9999-01-01"
466509,"Senior Engineer","Bezalel","Verhoeff","1993-03-22","9999-01-01"
466603,"Senior Staff","Yechezkel","Nourani","1996-07-31","9999-01-01"
466745,"Senior Staff","Boalin","Birsak","2000-10-15","9999-01-01"
466911,"Staff","Stepehn","Markovitch","1991-08-13","1995-08-07"
467176,"Senior Staff","Przemyslawa","Borovoy","1998-06-18","9999-01-01"
467269,"Technique Leader","Nahum","Lambe","1989-08-31","9999-01-01"
467392,"Senior Engineer","Mariusz","Rikino","2001-04-12","9999-01-01"
467441,"Senior Engineer","Margareta","Bondorf","1994-11-07","9999-01-01"
467591,"Staff","Kiyotoshi","Hennebert","1997-09-21","9999-01-01"
467886,"Senior Staff","Sivanarayana","Chandrasekhar","1996-01-24","9999-01-01"
467918,"Staff","Tsuneo","Skrikant","1997-10-21","9999-01-01"
468360,"Technique Leader","Huei","Saoudi","1994-08-10","9999-01-01"
468417,"Senior Engineer","Kamakshi","Huhdanpaa","2001-08-26","9999-01-01"
468659,"Senior Engineer","Ranga","Lemarechal","1997-11-05","9999-01-01"
468763,"Senior Engineer","Sachin","Zlotek","1985-03-11","1990-08-09"
468773,"Senior Engineer","Baziley","Brookner","1999-09-22","9999-01-01"
469104,"Senior Engineer","Nadjib","Comellas","2002-04-18","9999-01-01"
469253,"Senior Engineer","Baruch","Basawa","2001-09-17","9999-01-01"
469269,"Senior Engineer","Weiyi","Codenie","1996-05-27","9999-01-01"
469366,"Senior Engineer","Aiman","Wilfing","1999-12-30","9999-01-01"
469399,"Engineer","Hongzhu","Ruemmler","1999-02-14","9999-01-01"
469527,"Staff","Halsur","Ibel","1998-03-05","9999-01-01"
469529,"Senior Engineer","Neven","Rikino","1993-10-21","9999-01-01"
469735,"Senior Engineer","Arif","Stranks","1992-11-16","9999-01-01"
469805,"Senior Staff","Chaosheng","Shobatake","1999-07-03","2001-09-15"
469867,"Senior Staff","Hein","Jonsson","1990-02-12","9999-01-01"
470456,"Senior Staff","Reuven","Oehlmann","1994-03-29","9999-01-01"
470472,"Senior Engineer","Zhiguo","Staudhammer","1991-12-03","9999-01-01"
471397,"Engineer","Nigel","Zirintsis","1999-01-03","9999-01-01"
471532,"Technique Leader","Feiyu","Decleir","1998-09-13","9999-01-01"
471552,"Staff","Basem","Lortz","1997-10-25","9999-01-01"
471911,"Engineer","Arun","Zaccaria","1998-05-31","9999-01-01"
471939,"Staff","Kazuhiko","Marshall","1999-11-16","9999-01-01"
472052,"Assistant Engineer","Godehard","Chinal","1995-12-09","9999-01-01"
472143,"Senior Staff","Yahiko","Sommen","1996-08-14","9999-01-01"
472238,"Senior Engineer","Jungsoon","Gubsky","1990-10-09","9999-01-01"
472440,"Staff","Xuejia","Leppanen","1998-08-25","2000-10-25"
472790,"Senior Engineer","Zhenbing","Ibel","1985-10-29","9999-01-01"
472950,"Senior Engineer","Weidon","Fordan","1986-03-27","9999-01-01"
473268,"Senior Staff","Hugo","Sgarro","1992-04-24","9999-01-01"
473299,"Senior Staff","Khaled","Penn","1999-05-20","9999-01-01"
473490,"Senior Staff","Pantung","Reeker","1998-05-11","9999-01-01"
473824,"Staff","Shin","Puoti","1996-12-20","1999-05-09"
473940,"Engineer","Avishai","Majewski","1998-01-10","9999-01-01"
474162,"Engineer","Ung","Taubenfeld","1999-10-14","2001-06-30"
474257,"Staff","Sungwon","Kornyak","1991-04-04","1994-10-23"
474331,"Senior Staff","Sugwoo","Eugenio","1991-10-06","9999-01-01"
474372,"Senior Staff","Monique","Cyre","1993-02-13","1994-10-11"
474763,"Engineer","Mayuko","Clouatre","1997-09-04","9999-01-01"
474796,"Technique Leader","Zongyan","Shackel","1986-11-09","9999-01-01"
474918,"Engineer","Rasikan","Khalil","1985-02-10","1985-03-11"
475087,"Senior Engineer","Genevieve","Snedden","1988-10-21","9999-01-01"
475258,"Senior Staff","Fumiyo","Feinberg","1995-11-22","9999-01-01"
475538,"Staff","Christophe","Leaver","1998-10-31","9999-01-01"
475938,"Senior Engineer","Shigeaki","Lanteri","1996-02-18","9999-01-01"
475965,"Senior Engineer","Rimon","Pietracaprina","1990-07-10","9999-01-01"
476055,"Senior Staff","Girolamo","Schlumberger","1998-03-07","9999-01-01"
476122,"Engineer","Khun","Spieker","1995-05-07","9999-01-01"
476327,"Senior Engineer","Reinhold","Binkley","2000-05-28","9999-01-01"
476361,"Technique Leader","Doohun","Preusig","1985-04-13","9999-01-01"
476488,"Technique Leader","Yuping","Kuhnemann","1986-12-13","1994-07-07"
477350,"Staff","Terresa","Vigier","1998-07-08","9999-01-01"
477352,"Engineer","Nikolaos","Lorch","1999-04-17","2002-03-07"
477578,"Senior Engineer","Marit","Paludetto","1998-09-30","9999-01-01"
477969,"Senior Engineer","Bluma","Mundy","2000-10-17","9999-01-01"
478007,"Senior Engineer","Fumino","Narahara","2000-09-20","9999-01-01"
478170,"Engineer","Doowon","Schoegge","2001-05-29","9999-01-01"
478218,"Engineer","Djenana","Erol","1999-01-31","9999-01-01"
478439,"Technique Leader","Yuichiro","Bale","1997-11-04","9999-01-01"
478768,"Senior Engineer","Arun","Katzenelson","1997-10-27","9999-01-01"
478799,"Senior Staff","Shaw","Borovoy","1991-05-11","9999-01-01"
478833,"Senior Engineer","Pradeep","Valiente","1998-09-19","9999-01-01"
478858,"Staff","Hidekazu","Perna","1999-11-08","9999-01-01"
479024,"Engineer","Ewing","Kalorkoti","1996-12-21","9999-01-01"
479407,"Senior Engineer","Randi","Tomescu","2000-11-25","9999-01-01"
479601,"Staff","Kayoko","Bahi","1997-02-19","9999-01-01"
479695,"Senior Staff","Masamitsu","Murrill","2002-06-27","9999-01-01"
480035,"Senior Staff","Sukumar","Georg","1998-03-27","9999-01-01"
480066,"Senior Engineer","Suebskul","Menhardt","1999-07-26","9999-01-01"
480178,"Senior Staff","Uinam","Rahier","1996-02-10","9999-01-01"
480268,"Technique Leader","Gaurav","Cheshire","1989-03-30","9999-01-01"
480407,"Senior Engineer","Deniz","Bennis","1996-06-24","9999-01-01"
480571,"Engineer","Anoosh","Wielonsky","1994-08-04","1996-08-01"
481050,"Senior Staff","Weiru","Burnard","1999-10-15","9999-01-01"
481148,"Engineer","Gina","Decaestecker","1986-06-20","1989-05-25"
481213,"Senior Staff","Shigehiro","Haldar","1999-12-14","9999-01-01"
481397,"Assistant Engineer","Luisa","Chelton","1998-08-13","9999-01-01"
481399,"Staff","Amabile","Crelier","1998-06-16","2000-04-07"
481467,"Staff","Margareta","Polajnar","1989-02-24","1996-07-01"
481764,"Senior Engineer","Teiji","Marrakchi","1986-08-26","9999-01-01"
481790,"Senior Engineer","Haldun","Erie","1996-09-12","9999-01-01"
481807,"Senior Engineer","Taegyun","Vieri","1988-06-17","1989-03-03"
482278,"Senior Engineer","Sven","Hinsberger","1989-09-11","1994-07-26"
482335,"Engineer","Kwangyoen","Peck","1994-01-16","9999-01-01"
482354,"Staff","Jayson","Zockler","1999-11-06","9999-01-01"
482755,"Senior Staff","Jouni","Conia","1999-10-31","9999-01-01"
482756,"Senior Staff","Shaowei","Back","1996-07-30","1998-12-21"
482885,"Senior Engineer","Shaunak","Brizzi","2000-09-01","9999-01-01"
482905,"Senior Staff","Aral","Hebden","1991-09-10","9999-01-01"
482944,"Senior Staff","Duke","Journel","1997-10-25","9999-01-01"
483213,"Technique Leader","Phillip","Munch","1991-09-02","1998-04-01"
483401,"Senior Staff","Rosita","Pokrovskii","1996-08-03","9999-01-01"
483675,"Senior Engineer","Hausi","Kamber","1993-02-15","9999-01-01"
483825,"Senior Engineer","Marek","Mitchem","1992-11-20","9999-01-01"
483838,"Assistant Engineer","Sham","Kavanagh","1997-12-18","9999-01-01"
483978,"Senior Staff","Dung","Tanemo","1995-01-28","9999-01-01"
484126,"Senior Staff","Manton","Lueh","1989-04-07","9999-01-01"
484142,"Senior Staff","Perry","Cooman","1993-04-22","9999-01-01"
484498,"Senior Engineer","Herbert","Hammerschmidt","2001-08-22","9999-01-01"
484756,"Senior Engineer","Phule","Ruemmler","1996-08-08","9999-01-01"
485253,"Senior Staff","Gladys","Parhami","1996-07-20","9999-01-01"
485489,"Senior Engineer","Keiichiro","Armand","1996-12-13","9999-01-01"
485577,"Senior Engineer","Rafael","Menhoudj","1997-04-27","9999-01-01"
485579,"Senior Engineer","Munehiro","Iwayama","1992-12-15","9999-01-01"
485799,"Senior Staff","Yoshimitsu","Litvinov","1997-11-22","9999-01-01"
485817,"Engineer","Mahmut","Bolotov","1995-01-10","9999-01-01"
486068,"Senior Staff","Yefim","Bernardeschi","2001-06-26","9999-01-01"
486808,"Senior Engineer","Geoffrey","Siochi","1998-12-27","9999-01-01"
486918,"Senior Staff","Yagil","Remmers","1994-11-01","9999-01-01"
486955,"Engineer","Jaber","Feldmann","1997-05-23","1998-08-05"
486956,"Engineer","Matt","Ruemmler","1993-10-14","9999-01-01"
486958,"Senior Engineer","Tonny","Kropf","1992-07-29","9999-01-01"
487008,"Senior Staff","Zhigen","Raney","1993-05-26","9999-01-01"
487505,"Senior Staff","Uno","Jayawardene","1993-11-01","9999-01-01"
487856,"Engineer","Jaewon","Mansanne","1999-05-22","2000-04-29"
487988,"Senior Staff","Ekawit","Schaft","1999-05-20","9999-01-01"
488095,"Senior Staff","Francoise","Hegner","1997-12-23","9999-01-01"
488115,"Assistant Engineer","Leah","Luke","1995-08-23","1995-09-27"
488142,"Senior Staff","Denis","Narlikar","1997-06-30","9999-01-01"
488414,"Engineer","Changho","Gaughan","1987-06-21","1991-07-13"
488482,"Engineer","Kensyu","Tsunoo","1999-12-05","9999-01-01"
488540,"Senior Staff","Breannda","Maquelin","1996-04-12","9999-01-01"
488619,"Engineer","Georgy","Bennis","1998-04-11","9999-01-01"
488632,"Staff","Irena","Baalen","1999-11-22","2001-02-10"
488693,"Senior Engineer","Jiong","Zultner","1993-03-10","9999-01-01"
488707,"Senior Staff","Mihalis","Remmers","1996-02-29","9999-01-01"
488752,"Senior Staff","Nimmagadda","Baja","2002-02-09","9999-01-01"
488788,"Senior Staff","Wuxu","Garigliano","1997-09-21","9999-01-01"
488984,"Senior Staff","Kendra","Junet","1993-02-28","9999-01-01"
489465,"Engineer","Bogdan","Pepe","1995-02-15","1998-11-06"
489755,"Senior Staff","Matk","Chorvat","2000-12-29","9999-01-01"
489756,"Senior Staff","Kersti","Miculan","1999-06-10","9999-01-01"
489928,"Assistant Engineer","Satoru","Janetzko","1997-07-26","9999-01-01"
490240,"Staff","Kazunori","Orlowska","1996-06-18","2000-10-26"
490551,"Engineer","Lalit","Lindqvist","1998-11-07","9999-01-01"
490557,"Senior Engineer","Luise","Vigier","2001-07-01","9999-01-01"
490568,"Senior Engineer","Zita","Reistad","1998-07-23","9999-01-01"
490720,"Senior Engineer","Younwoo","Samarati","1996-08-19","9999-01-01"
491079,"Senior Engineer","Kwangsub","Keirsey","1992-02-04","9999-01-01"
491162,"Senior Engineer","Panayotis","Hempstead","1994-08-29","9999-01-01"
491478,"Senior Staff","Gill","Varman","1996-06-18","9999-01-01"
491494,"Staff","Saniya","Broomell","1992-08-04","1997-09-02"
491596,"Senior Engineer","Charmane","Pargas","1993-07-29","9999-01-01"
491632,"Senior Staff","Gadiel","Perly","1994-10-20","9999-01-01"
492000,"Senior Staff","Valeska","Cools","1999-12-16","9999-01-01"
492052,"Staff","Udo","Ratnakar","1999-11-30","9999-01-01"
492217,"Senior Engineer","Heekeun","Verhaegen","1991-09-28","9999-01-01"
492639,"Engineer","Sanjoy","Porenta","1997-07-10","9999-01-01"
492677,"Senior Engineer","Goetz","McAffer","1994-02-04","9999-01-01"
493031,"Senior Staff","Hironoby","Jakobus","1996-07-29","9999-01-01"
493048,"Senior Staff","Muzhong","Berztiss","2001-01-22","9999-01-01"
493096,"Engineer","Sachem","Msuda","1995-04-07","9999-01-01"
